ts,cpu_percent,rss_mb,power_w,energy_j_total
1759845484.4310021,22.00,1681.38,6.184,3539.782625
1759845485.4309576,12.00,1681.38,5.201,3544.983478
1759845486.430788,34.00,1681.38,7.183,3552.164978
1759845487.4309275,25.00,1681.38,5.167,3557.333117
1759845488.4310188,28.00,1681.38,6.725,3564.059052
1759845489.4310067,16.00,1681.38,4.323,3568.381978
1759845490.4309573,35.00,1681.38,9.211,3577.592159
1759845491.431019,19.00,1681.38,4.583,3582.175766
1759845492.4309874,33.00,1681.38,8.999,3591.174888
1759845493.4310255,31.00,1681.38,5.984,3597.159004
1759845494.4310215,42.00,1681.38,8.155,3605.314317
1759845495.4309611,26.00,1681.38,5.770,3611.084139
1759845496.430751,33.00,1681.38,7.148,3618.230605
1759845497.4309988,7.00,1681.38,3.242,3621.473212
1759845498.4310086,16.00,1681.38,5.410,3626.883171
1759845499.4309912,26.00,1681.38,5.510,3632.392861
1759845500.430946,25.00,1681.38,6.624,3639.016441
1759845501.4309483,14.00,1681.38,4.321,3643.337352
1759845502.4309437,27.00,1681.38,7.025,3650.362603
1759845503.4309123,23.00,1681.38,4.696,3655.058636
1759845504.4307818,37.00,1681.38,7.750,3662.807578
1759845505.431007,13.00,1681.38,4.624,3667.432567
1759845506.430992,41.00,1681.38,8.002,3675.434560
1759845507.4310327,17.00,1681.38,4.335,3679.769876
1759845508.4310048,42.00,1681.38,7.809,3687.578755
1759845509.4310305,12.00,1681.38,3.774,3691.353343
1759845510.430993,21.00,1681.38,6.335,3697.688043
1759845511.4309893,18.00,1681.38,4.457,3702.144636
1759845512.4310246,37.00,1681.38,7.666,3709.811303
1759845513.4310033,21.00,1681.38,4.784,3714.595105
1759845514.4310215,40.00,1681.38,9.128,3723.723255
